36031,Black Breath,United States,Active,2006,Death/Thrash Metal/Crossover/Crust,Slaves Beyond Death,2015,0.78
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Darkly| Darkly| Venus Aversa,2010,0.84
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Darkly| Darkly| Venus Aversa,2010,0.8
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Darkly| Darkly| Venus Aversa,2010,0.77
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Midnight in the Labyrinth,2012,0.75
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Midnight in the Labyrinth,2012,0.6
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),The Manticore and Other Horrors,2012,0.7
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),The Manticore and Other Horrors,2012,0.8
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),The Manticore and Other Horrors,2012,0.85
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),The Manticore and Other Horrors,2012,0.85
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),The Manticore and Other Horrors,2012,0.67
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),The Manticore and Other Horrors,2012,0.75
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),The Manticore and Other Horrors,2012,0.2
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),The Manticore and Other Horrors,2012,0.78
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Hammer of the Witches,2015,1.0
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Hammer of the Witches,2015,0.85
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Hammer of the Witches,2015,1.0
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Hammer of the Witches,2015,0.89
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Hammer of the Witches,2015,0.86
37093,Cradle of Filth,United Kingdom,Active,1991,Death Metal (early)| Symphonic Black Metal (mid)| Extreme Gothic Metal (later),Hammer of the Witches,2015,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Soulside Journey,1991,0.74
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Soulside Journey,1991,0.38
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Soulside Journey,1991,0.86
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Soulside Journey,1991,0.62
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Soulside Journey,1991,0.55
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Soulside Journey,1991,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Soulside Journey,1991,0.87
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Soulside Journey,1991,0.87
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Soulside Journey,1991,0.78
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Soulside Journey,1991,0.82
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Soulside Journey,1991,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Soulside Journey,1991,0.95
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Soulside Journey,1991,0.95
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Soulside Journey,1991,0.98
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Soulside Journey,1991,0.75
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.88
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.6
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.82
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.86
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.91
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.95
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.65
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.98
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.92
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.98
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.95
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.75
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.86
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.95
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.38
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),A Blaze in the Northern Sky,1992,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,0.81
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,0.85
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,0.8
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,0.95
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,0.95
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,0.91
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,0.98
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,0.88
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,0.95
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,0.93
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Under a Funeral Moon,1993,0.97
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,0.84
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,0.81
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,0.85
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,0.21
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,0.99
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,0.79
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,0.6
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,0.95
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,0.99
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,0.77
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,0.5
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,0.98
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,0.97
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,0.98
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Transilvanian Hunger,1994,0.72
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Panzerfaust,1995,0.68
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Panzerfaust,1995,0.89
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Panzerfaust,1995,0.94
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Panzerfaust,1995,0.79
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Panzerfaust,1995,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Panzerfaust,1995,0.87
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Panzerfaust,1995,0.83
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Panzerfaust,1995,0.64
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Panzerfaust,1995,0.66
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Panzerfaust,1995,0.85
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Panzerfaust,1995,0.99
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Panzerfaust,1995,1.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Panzerfaust,1995,0.92
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Goatlord,1996,0.79
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Goatlord,1996,0.08
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Goatlord,1996,0.93
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Goatlord,1996,0.83
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Goatlord,1996,0.77
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Goatlord,1996,0.6
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Goatlord,1996,0.88
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Goatlord,1996,0.55
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Goatlord,1996,0.2
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Goatlord,1996,0.54
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Goatlord,1996,0.15
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Goatlord,1996,0.98
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Goatlord,1996,0.98
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Goatlord,1996,0.63
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Goatlord,1996,0.75
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Total Death,1996,0.54
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Total Death,1996,0.74
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Total Death,1996,0.72
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Total Death,1996,0.6
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Total Death,1996,0.6
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Total Death,1996,0.97
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Total Death,1996,0.88
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Total Death,1996,0.91
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Total Death,1996,0.35
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Total Death,1996,0.48
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Total Death,1996,0.88
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Ravishing Grimness,1999,0.85
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Ravishing Grimness,1999,0.74
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Ravishing Grimness,1999,0.89
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Ravishing Grimness,1999,0.75
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Ravishing Grimness,1999,0.95
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Ravishing Grimness,1999,0.75
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Ravishing Grimness,1999,0.58
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Ravishing Grimness,1999,0.82
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Ravishing Grimness,1999,0.95
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Ravishing Grimness,1999,0.8
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Plaguewielder,2001,0.52
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Plaguewielder,2001,0.8
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Plaguewielder,2001,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Plaguewielder,2001,0.96
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Plaguewielder,2001,0.36
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Plaguewielder,2001,0.8
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Plaguewielder,2001,0.7
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Plaguewielder,2001,0.78
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Plaguewielder,2001,0.1
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Plaguewielder,2001,0.73
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Plaguewielder,2001,0.3
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Hate Them,2003,0.65
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Hate Them,2003,0.83
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Hate Them,2003,0.82
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Hate Them,2003,0.83
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Hate Them,2003,0.85
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Hate Them,2003,0.61
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Hate Them,2003,0.95
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Hate Them,2003,0.85
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Hate Them,2003,0.4
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Hate Them,2003,0.6
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Hate Them,2003,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Hate Them,2003,0.92
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Hate Them,2003,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Sardonic Wrath,2004,0.65
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Sardonic Wrath,2004,0.85
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Sardonic Wrath,2004,0.65
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Sardonic Wrath,2004,0.9
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Sardonic Wrath,2004,0.66
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Sardonic Wrath,2004,0.78
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Sardonic Wrath,2004,0.75
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Sardonic Wrath,2004,0.89
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Sardonic Wrath,2004,0.7
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),Sardonic Wrath,2004,0.91
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.1
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.59
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.8
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.0
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.82
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.88
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.48
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.88
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.87
37094,Darkthrone,Norway,Active,1987,Death Metal (early)| Black Metal (mid)| Black/Heavy/Speed Metal (later),The Cult Is Alive,2006,0.55
